,name,year,song_name,performed_by
400,The Departed,2006,Comfortably Numb ,"Roger Waters, Van Morrison, The Band "
401,The Departed,2006,Tweedlee Dee ,La Vern Baker (as LaVern Baker) 
402,The Departed,2006,Lucia di Lammermoor: Act 1: Preludio - Percorrete le spiaggie vicine ,Orchestra dell'Accademia Nazionale di Santa Cecilia (as Santa Cecilia Academy Orchestra) 
403,The Departed,2006,Theme from Symphony No. 5 in E Minor ,the N.Y.P.D. Emerald Society Pipes and Drums (as NYPD Emerald Society Pipes and Drums)
404,The Departed,2006,Sweet Dreams ,Roy Buchanan 
405,The Departed,2006,Mother Machree ,
406,The Prestige,2006,Drinkin' Down the Rose & Crown ,
407,The Prestige,2006,Tripping Gaily ,
408,The Prestige,2006,Eel Pie and Mash ,
409,The Prestige,2006,Butterfly Etude ,
410,The Prestige,2006,Vowel Movement ,
411,The Prestige,2006,Bathroom Scales ,
412,The Prestige,2006,Princess Waltz ,
413,The Prestige,2006,Analyse ,Thom Yorke 
414,Casablanca,1942,La Marseillaise ,
415,Casablanca,1942,It Had to Be You ,Dooley Wilson (piano dubbed by Jean Vincent Plummer) Also played when Laszlo and Ilsa return to Rick's
416,Casablanca,1942,Shine ,Dooley Wilson during the opening scene at Rick's (piano dubbed by Jean Vincent Plummer)
417,Casablanca,1942,Crazy Rhythm ,
418,Casablanca,1942,Knock on Wood ,Dooley Wilson and band (piano dubbed by Jean Vincent Plummer)
419,Casablanca,1942,The Very Thought of You ,
420,Casablanca,1942,Baby Face ,Dooley Wilson when Renault tells Rick that there's going to be an arrest (piano dubbed by Jean Vincent Plummer)
421,Casablanca,1942,I'm Just Wild About Harry ,
422,Casablanca,1942,Heaven Can Wait ,
423,Casablanca,1942,Parlez-moi d'Amour ,
424,Casablanca,1942,Love for Sale ,
425,Casablanca,1942,Tango Delle Rose ,Corinna Mura (vocal and guitar)
426,Casablanca,1942,Avalon ,Dooley Wilson while talking to Ilsa (piano dubbed by Jean Vincent Plummer)
427,Casablanca,1942,As Time Goes By ,Dooley Wilson (piano dubbed by Jean Vincent Plummer) Variations played often in the score 
428,Casablanca,1942,Piano Improvisation ,Dooley Wilson after trying to talk Rick into leaving (piano dubbed by Jean Vincent Plummer)
429,Casablanca,1942,Perfidia ,
430,Casablanca,1942,If I Could Be with You ,
431,Casablanca,1942,You Must Have Been a Beautiful Baby ,
432,Casablanca,1942,Die Wacht am Rhein ,
433,Casablanca,1942,Das Lied der Deutschen ,
434,Whiplash,2014,Overture ,
435,Whiplash,2014,Black Girls ,Chester French 
436,Whiplash,2014,Keep Me Waiting ,Dana Williams 
437,Whiplash,2014,Reaction ,
438,Whiplash,2014,1st Nassau Band Rehearsal ,
439,Whiplash,2014,Studio Band Eavesdrop ,
440,Whiplash,2014,Cathy's Song ,
441,Whiplash,2014,2nd Nassau Rehearsal ,
442,Whiplash,2014,Whiplash ,
443,Whiplash,2014,When I Wake ,
444,Whiplash,2014,Studio Band Rehearsal After Breakup ,
445,Whiplash,2014,Overbrook Competition ,
446,Whiplash,2014,Casey's Song ,
447,Whiplash,2014,Caravan ,
448,Whiplash,2014,Fletcher's Song in Club ,
449,Whiplash,2014,Intoit ,
450,Whiplash,2014,No Two Words ,
451,Whiplash,2014,Upswingin' ,
452,The Intouchables,2011,September ,"Earth Wind & Fire (as Earth, Wind & Fire)"
453,The Intouchables,2011,Boogie Wonderland ,"Earth Wind & Fire (as Earth, Wind & Fire)"
454,The Intouchables,2011,"Ave Maria, D.839 ",
455,The Intouchables,2011,The Ghetto ,George Benson
456,The Intouchables,2011,You're Goin' Miss Your Candyman ,Terry Callier
457,The Intouchables,2011,"Nocturne in Si bémol Mineur, Op.9. No 1 ",Livia Rev 
458,The Intouchables,2011,"Nein, länger trag' ich nicht die Qualen... Durch die Wälder, durch die Auen ",
459,The Intouchables,2011,Feeling Good ,Nina Simone and Hal Mooney
460,The Intouchables,2011,L'Eté: Adagio ,Le Capriccio Français
461,The Intouchables,2011,Colombine Ouverture Burlesque ,Le Capriccio Français
462,The Intouchables,2011,Les Indes galantes ,Le Capriccio Français
463,The Intouchables,2011,Concerto Grosso ,Le Capriccio Français
464,The Intouchables,2011,L'hiver ,Le Capriccio Français
465,The Intouchables,2011,Prélude: Suite Violoncelle n° 1 ,Le Capriccio Français
466,The Intouchables,2011,Suite n° 2: Badinerie ,Le Capriccio Français
467,The Intouchables,2011,Le Printemps: Ier Mouvement ,Le Capriccio Français
468,The Intouchables,2011,Concerto in Fa mineur ,Le Capriccio Français
469,The Intouchables,2011,Le vol du Bourdon ,Le Capriccio Français
470,The Intouchables,2011,"Concerto for 2 Violins and Orchestra in La Mineur, Op.3 N° 8 ",Orchestra da camera dell'Angelicum di Milano (as L'Angelicum de Milan)
471,The Intouchables,2011,Ein Mädchen oder Weibchen ,
472,The Intouchables,2011,L'hiver ,Le Capriccio Français
473,Modern Times,1936,"Hallelujah, I'm a Bum ",
474,Modern Times,1936,The Prisoner's Song ,
475,Modern Times,1936,How Dry I Am ,
476,Modern Times,1936,In the Evening by the Moonlight ,waiters in the cafe
477,Modern Times,1936,Je Cherche après Titine ,Charles Chaplin
478,Modern Times,1936,Theme from Modern Times ,
479,Once Upon a Time in the West,1968,Danny Boy ,
480,Once Upon a Time in the West,1968,C'era una volta il West ,
481,Once Upon a Time in the West,1968,Come Una Sentenza ,
482,Once Upon a Time in the West,1968,Addio A Cheyenne ,
483,Once Upon a Time in the West,1968,L'Attentato ,
484,Once Upon a Time in the West,1968,La Posada N.1 ,
485,Once Upon a Time in the West,1968,La Posada N.2 ,
486,Once Upon a Time in the West,1968,L'Uomo Dell'Armonica ,
487,Once Upon a Time in the West,1968,In Una Stanza Con Poca Luce ,
488,Once Upon a Time in the West,1968,L'Uomo ,
489,Once Upon a Time in the West,1968,L'Orchestraccia ,
490,Once Upon a Time in the West,1968,L'America Di Jill ,
491,Once Upon a Time in the West,1968,L'Ultimo Rantolo ,
492,Once Upon a Time in the West,1968,Finale ,
493,Hara-Kiri,1962,Not available,
494,Grave of the Fireflies,1988,Home Sweet Home ,Amelita Galli-Curci 
495,Grave of the Fireflies,1988,Gunkan kôshinkyoku ,
496,Alien,1979,Incidental music from 'Symphony No. 2 ('Romantic')' ,
497,Alien,1979,Eine kleine Nachtmusik ,
498,Alien,1979,You Are My Lucky Star ,Sigourney Weaver
499,Rear Window,1954,Excerpt from 'Fancy Free' ,
500,Rear Window,1954,To See You (Is to Love You) ,Bing Crosby 
501,Rear Window,1954,Lisa ,
502,Rear Window,1954,That's Amore ,
503,Rear Window,1954,Mona Lisa ,
504,Rear Window,1954,Instrumental excerpt from 'Red Garters' ,
505,Rear Window,1954,Many Dreams Ago ,
506,Rear Window,1954,"Martha, oder Der Markt zu Richmond ",
507,Rear Window,1954,Il carnevale di Venezia ,
508,Rear Window,1954,"Balettmusik, nr 2, G-dur. ",
509,Rear Window,1954,Lover ,
510,City Lights,1931,Flower Girl Theme ,
511,City Lights,1931,The Star Spangled Banner ,
512,City Lights,1931,How Dry I Am ,
513,City Lights,1931,Beautiful Wonderful Eyes ,
514,City Lights,1931,Tomorrow the Sun Will Shine ,
515,City Lights,1931,Happy Romance ,
516,City Lights,1931,Promenade ,
517,City Lights,1931,Orientale ,
518,City Lights,1931,La Violetera ,
519,Memento,2000,Something in the Air ,David Bowie 
520,Memento,2000,Stone ,
521,Memento,2000,Generation Z ,
522,Memento,2000,Motherlode ,
523,Memento,2000,Ipanema Dreaming ,Daniel May 
524,Memento,2000,Do the Boogaloo ,Quango & Sparky Sonoton Music Library 
525,Apocalypse Now,1979,The End ,The Doors 
526,Apocalypse Now,1979,(I Can't Get No) Satisfaction ,The Rolling Stones 
527,Apocalypse Now,1979,"Love Me, And Let Me Love You ",
528,Apocalypse Now,1979,The Ride of the Valkyries ,Wiener Philharmoniker (as The Vienna Philharmonic Orchestra) 
529,Apocalypse Now,1979,Let The Good Times Roll ,
530,Apocalypse Now,1979,Suzie Q ,Flash Cadillac 
531,Apocalypse Now,1979,Excerpts from 'Mnong Gar Music from Vietnam' ,
532,Apocalypse Now,1979,Collection Musee de l'homme ,
533,Apocalypse Now,1979,Surfin' Safari ,
534,Apocalypse Now,1979,Sonnerie Aux Morts ,
535,Cinema Paradiso,1988,Nuovo Cinema Paradiso (Titoli) ,
536,Cinema Paradiso,1988,Maturita' - Maturity ,
537,Cinema Paradiso,1988,Tema d'Amore - Love Theme ,
538,Cinema Paradiso,1988,Infanzia e Maturita' - Childhood and Manhood ,
539,Cinema Paradiso,1988,Ripensandola - While Thinking About Her Again ,
540,Cinema Paradiso,1988,Cinema in Fiamme - Cinema on Fire (Extended Version) ,
541,Cinema Paradiso,1988,Tema d'Amore - Love Theme (2nd Version) ,
542,Cinema Paradiso,1988,Toto and Alfredo ,
543,Cinema Paradiso,1988,Dopo il Crollo - After the Destruction (Extended Version) ,
544,Cinema Paradiso,1988,Tema d'Amore per Nata - Love Theme for Nata ,
545,Cinema Paradiso,1988,Visita al Cinema - Visit to the Cinema ,
546,Cinema Paradiso,1988,Prima Giovinezza - First Youth ,
547,Cinema Paradiso,1988,Quattro Interludi - Four Interludes ,
548,Cinema Paradiso,1988,"Fuga, Ricerca e Ritorno - Runaway, Search and Return ",
549,Cinema Paradiso,1988,From American Sex Appeal to the First Fellini ,
550,Cinema Paradiso,1988,Tema d'Amore - Love Theme (3rd Version) ,
551,Cinema Paradiso,1988,Proiezione per Due - Projection for Two ,
552,Cinema Paradiso,1988,Toto and Alfredo (2nd Version) ,
553,Cinema Paradiso,1988,Tema della Bicicletta - Bicycle Theme ,
554,Cinema Paradiso,1988,Visita al Cinema - Visit to the Cinema ,
555,Indiana Jones and the Raiders of the Lost Ark,1981,I am the Monarch of the Sea ,
556,Indiana Jones and the Raiders of the Lost Ark,1981,A British Tar ,
557,Django Unchained,2012,Django Theme Song (English Version) ,"Luis Bacalov, Rocky Roberts "
558,Django Unchained,2012,Rito finale ,
559,Django Unchained,2012,The Braying Mule ,
560,Django Unchained,2012,Main Titles Theme Song (Lo chiamavano King) ,"Luis Bacalov, Edda Dell'Orso "
561,Django Unchained,2012,Norme con ironie ,
562,Django Unchained,2012,Gavotte ,
563,Django Unchained,2012,Town of Silence ,Luis Bacalov 
564,Django Unchained,2012,Town of Silence (2nd Version) ,Luis Bacalov 
565,Django Unchained,2012,Freedom ,Anthony Hamilton & Elayna Boynton 
566,Django Unchained,2012,La Corsa (2nd Version) ,Luis Bacalov 
567,Django Unchained,2012,I Got a Name ,Jim Croce 
568,Django Unchained,2012,Dies Irae (Requiem) ,Warsaw Philharmonic Orchestra (as Warsaw Philharmonic Orchestra)
569,Django Unchained,2012,I giorni dell'ira ,
570,Django Unchained,2012,The Big Risk ,
571,Django Unchained,2012,100 Black Coffins ,Rick Ross 
572,Django Unchained,2012,Minacciosamente Lotano ,
573,Django Unchained,2012,Trackers Chant ,"Ted Neeley, Bruce Yauger (as Bruce Landon Yauger)"
574,Django Unchained,2012,Nicaragua ,
575,Django Unchained,2012,Ancora Qui ,Elisa 
576,Django Unchained,2012,Sister Sara's Theme ,
577,Django Unchained,2012,Blue Dark Waltz ,
578,Django Unchained,2012,Für Elise ,
579,Django Unchained,2012,Unchained (The Payback/Untouchable) ,Tupac Shakur (as 2Pac) 
580,Django Unchained,2012,Freedom ,Richie Havens 
581,Django Unchained,2012,Who Did That to You? ,John Legend 
582,Django Unchained,2012,Ain't No Grave (Black Opium Remix) ,Johnny Cash 
583,Django Unchained,2012,Too Old to Die Young ,Dege Legg (as Brother Dege) 
584,Django Unchained,2012,Un monumento ,
585,Django Unchained,2012,Trinity: Titoli ,Annibale E I Cantori Moderni 
586,Django Unchained,2012,Dopo la congiura ,
587,Django Unchained,2012,Ode to Django ,
588,Django Unchained,2012,Will the Circle Be Unbroken ,Nitty Gritty Dirt Band
589,Django Unchained,2012,In the Sweet By-and-By ,Samuel L. Jackson
590,WALL·E,2008,Put On Your Sunday Clothes ,"Michael Crawford (uncredited), Danny Lockin (uncredited), Barbra Streisand (uncredited), Tommy Tune (uncredited), Joyce Ames (uncredited) and the Company (uncredited) "
591,WALL·E,2008,BNL Jingle ,
592,WALL·E,2008,It Only Takes a Moment ,
593,WALL·E,2008,La Vie en Rose ,Louis Armstrong 
594,WALL·E,2008,"Don't Worry, Be Happy ",
595,WALL·E,2008,Also Sprach Zarathustra ,
596,WALL·E,2008,Down to Earth ,"Peter Gabriel, featuring The Soweto Gospel Choir "
597,The Lives of Others,2006,"Ich Wurde Wenn Ich Wusste, Dass Ich Konnte ","4PS Lyrics By Kurt Demmler Music By Joachim-Franz Bartzsch Published By Edition Air Franz (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
598,The Lives of Others,2006,Gral ,Manfred Ludwig Sextett feat. Ernst-Ludwig Petrowsky
599,The Lives of Others,2006,E.W. Als Gruss ,Manfred Ludwig Sextett feat. Ernst-Ludwig Petrowsky
600,The Lives of Others,2006,Champus-Lied ,Angelika Mann Lyrics By Fred Gertz Music By Joachim-Franz Bartzsch 
601,The Lives of Others,2006,Wie Ein Stern ,"Frank Schöbel Lyrics By Dieter Lietz Music By Hans-Georg Schmiedecke Published By Lied Der Zeit GmbH (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
602,The Lives of Others,2006,Rock 'N Roll Im Stadtpark ,Pankow 
603,The Lives of Others,2006,Stell Dich Mitten In Den Regen ,"Bayon Lyrics By Wolfgang Borchert Music By Christoph Theusner (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
604,The Lives of Others,2006,Die Sonate vom Guten Menschen ,Sebastian Koch
605,The Lives of Others,2006,Ut Jucundas ,
606,The Lives of Others,2006,Die Unsichtbare Front ,
607,The Lives of Others,2006,HGW XX/7 ,
608,The Lives of Others,2006,Linienstraße ,The City of Prague Philharmonic Orchestra 
609,The Lives of Others,2006,Es Gibt Momente ,"Hansi Biebl (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
610,The Lives of Others,2006,Albatros ,"Karat Lyrics By Norbert Kaiser Music By Ullrich Swillms (as Ed Swillms) Published By Harth Musikverlag / Bergisch Gladbach (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
611,The Lives of Others,2006,Tausend Augen ,"Silly (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH"
612,The Lives of Others,2006,Das Leben Der Anderen ,The City of Prague Philharmonic Orchestra 
613,The Lives of Others,2006,Verrat ,The City of Prague Philharmonic Orchestra 
614,The Lives of Others,2006,Gesichter Der Liebe ,The City of Prague Philharmonic Orchestra 
615,The Lives of Others,2006,"Georg Dreyman, Der Dichter ",
616,Sunset Blvd.,1950,The Paramount-Don't-Want-Me Blues ,Jay Livingston and Ray Evans at Artie's party
617,Sunset Blvd.,1950,Buttons and Bows ,
618,Sunset Blvd.,1950,Charmaine/Diane ,
619,Sunset Blvd.,1950,"Toccata and Fugue in D Minor, BWV 565 ",
620,Sunset Blvd.,1950,Auld Lang Syne ,
621,Sunset Blvd.,1950,La Cumparsita ,
622,Sunset Blvd.,1950,Sobre las Olas (Over the Waves) ,
623,The Shining,1980,The Shining (Main Title) ,Wendy Carlos and Rachel Elkind 
624,The Shining,1980,Lontano ,Sinfonie-Orchester des Südwestfunks 
625,The Shining,1980,The Awakening of Jakob ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as Polish Radio National Symphony Orchestra) 
626,The Shining,1980,Utrenja - Ewangelia ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach 
627,The Shining,1980,Utrenja - Kanon Paschy ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) 
628,The Shining,1980,De Natura Sonoris No. 1 ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) 
629,The Shining,1980,De Natura Sonoris No. 2 ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) 
630,The Shining,1980,Polymorphia ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) 
631,The Shining,1980,Masquerade ,Jack Hylton and His Orchestra
632,The Shining,1980,"Midnight, the Stars and You ",
633,The Shining,1980,It's All Forgotten Now ,
634,The Shining,1980,Home (When Shadows Fall) ,Henry Hall and the Gleneagles Hotel Band
635,The Shining,1980,Kanon for 52 String Orchestra and Tape ,
636,The Shining,1980,"Music for Strings, Percussion, and Celesta (Movement III) ",Berliner Philharmoniker (uncredited)
637,Paths of Glory,1957,La Marseillaise ,
638,Paths of Glory,1957,"Künstlerleben (Artist's Life), Op.316 ",
639,Paths of Glory,1957,Der Treue Husar ,
640,The Great Dictator,1940,Hungarian Dance No. 5 ,
641,The Great Dictator,1940,"Prelude to 'Lohengrin' , Act I ",
642,The Great Dictator,1940,"String Quintet in E, Op. 13 No. 5: Minuet ",
643,Avengers: Infinity War,2018,The Rubberband Man ,The Spinners 
644,Avengers: Infinity War,2018,Black Panther Theme ,
645,Witness for the Prosecution,1957,I May Never Go Home Anymore ,
646,Aliens,1986,Not available,
647,American Beauty,1999,Because ,Elliott Smith 
648,American Beauty,1999,On Broadway ,
649,American Beauty,1999,Tenderfoot ,Zen Dadio 
650,American Beauty,1999,All Right Now ,Free 
651,American Beauty,1999,We Haven't Turned Around ,Gomez 
652,American Beauty,1999,Something Grand ,Hilton Ruiz Ensemble 
653,American Beauty,1999,American Woman ,The Guess Who 
654,American Beauty,1999,All Along The Watchtower ,
655,American Beauty,1999,Use Me ,
656,American Beauty,1999,Cancer For The Cure ,Eels 
657,American Beauty,1999,The Seeker ,The Who 
658,American Beauty,1999,Don't Rain On My Parade ,Bobby Darin and Annette Bening 
659,American Beauty,1999,As Long As I'm Singing ,
660,American Beauty,1999,Open The Door ,
661,American Beauty,1999,Don't Let It Bring You Down ,Annie Lennox 
662,American Beauty,1999,Call Me Irresponsible ,Bobby Darin 
663,American Beauty,1999,Where Love Has Gone ,Bobby Darin 
664,American Beauty,1999,Bali Ha'i ,Peggy Lee
665,The Dark Knight Rises,2012,Pavane pour une infante défunte ,
666,The Dark Knight Rises,2012,The Star-Spangled Banner ,Charles Jackson Coyne (as CJ Coyne)
667,The Dark Knight Rises,2012,"Rosen aus dem Süden, Op. 388 ",
668,Spider-Man: No Way Home,2021,I Zimbra ,Talking Heads 
669,Spider-Man: No Way Home,2021,Native New Yorker ,Odyssey 
670,Spider-Man: No Way Home,2021,Scraper ,Liquid Liquid
671,Spider-Man: No Way Home,2021,No Sleep 'till Brooklyn ,
672,Spider-Man: No Way Home,2021,Flashpoint ,Eugene Thompson
673,Spider-Man: No Way Home,2021,Theme from Doctor Strange ,
674,Spider-Man: No Way Home,2021,"Concerto for Two Violins in G Major, RV 516: III. Allegro ","Béla Bánfalvi, Zsuzsa Nemeth, Budapest Strings "
675,Spider-Man: No Way Home,2021,Doc Ock Is Born ,
676,Spider-Man: No Way Home,2021,Enter the Goblin ,
677,Spider-Man: No Way Home,2021,Spider-Man Main Title ,
678,Spider-Man: No Way Home,2021,I'm Electro ,
679,Spider-Man: No Way Home,2021,Deck the Halls ,
680,Spider-Man: No Way Home,2021,Main Title - Young Peter ,
681,Spider-Man: No Way Home,2021,The Magic Number ,De La Soul 
682,Spider-Man: No Way Home,2021,Bailando Cumbia ,
683,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Try a Little Tenderness ,Studio Orchestra during the opening credits
684,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,When Johnny Comes Marching Home ,
685,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,We'll Meet Again ,Vera Lynn and chorus at the end
686,Joker,2019,Temptation Rag ,Claude Bolling 
687,Joker,2019,Here Comes The King ,
688,Joker,2019,Murray's Theme ,Ellis Drane and his Jazz Orchestra (uncredited) 
689,Joker,2019,Hello News ,
690,Joker,2019,Rooftop ,
691,Joker,2019,Everybody Plays The Fool ,The Main Ingredient 
692,Joker,2019,The Moon Is A Silver Dollar ,Lawrence Welk and His Orchestra 
693,Joker,2019,Slap That Bass ,Fred Astaire and The RKO Radio Studio Chorus & Orchestra 
694,Joker,2019,If You're Happy And You Know It ,Chaim Tannenbaum 
695,Joker,2019,Send In The Clowns ,Carl Lundstedt (uncredited)
696,Joker,2019,My Name Is Carnival ,
697,Joker,2019,Smile ,Jimmy Durante 
698,Joker,2019,That's Life ,Ellis Drane and his Jazz Orchestra (uncredited)
699,Joker,2019,Murray's Late Night ,
700,Joker,2019,Toy Dept. (Toy Waltz) ,Sinfonieorchester des Norddeutschen Rundfunks (as North German Radio Symphony Orchestra) 
